text,label
حصل فيلم للممثل علي تقييم موقع الطماطم المعفنه معفن,1
البنت تدعي لحبيبها الصلاه ﻳﺂ ﺭﺏ ﺧﻠﻴه ﻣعﻔﻦ ﻓ ﻧﻈﺮ ﮔﻞ ﺍﻟﺒﻨﺂﺕ ﻭ ﻣﻴﻠﺂﻗﻴﺶ ﻭﺁحﺪﻩ ﺗحبه ﻏﻴﺮﻱ,1
احب اقول لكل اكل فسيخ النهارده انت معفن انا كلت حته حسيت اني هموت بالك انت بتاكل اتنين تلاته ان طعمه معفن برده,1
الحضن العربي طلع حضن معفن,1
محدش بيتجرح اووي يلاقي بت جامده اوي ماشيه عيل معفن اووي اووي,1
حرام لبنان حدا طالع حسو كلمه انتخاب رءيس اصلاحات او تعيينات موازنهالنافعهضمان استشفاء مال المودعين سياسه دفاعيهالخ,0
وكانه الحرب بلبنان مش غزه الاطراف ناطره اولياء امرها بالخارج تتعرف شو بدها تقوللان الاوامر الان بالسكوت كلو مصدي معفن,1
مفيش ولد بينجرح اوي يلاقي بنت جامده اوي ماشيه عيل معفن اوي,1
انا سني عمان واتحدي سني عماني يتفق علي كلامك كذبك وادعوك امام المتابعين كلهم انك تزورني عمان احجز تذكره بحسابي واستضيفك ابشر بنور البصيره اطلعك الجهل الي معشعش مخكليس لديهم محكمه حشيش معفن,1
محدش بيتجرح اووي يلاقي بت جامده اوي,1
ماشيه عيل معفن اووي اووي,1
الواحد مدرس شويه النموس والدبان,0
بقا بيسيب النموسه تقف علي اديه عسان يشوف,0
شيرين وهي بتغني اعلان بنكك مصر معافر كمل للاخر بسمعها معفن كمل للاخر,0
حسين عامل نفسه شبح يقولي متتصليش انت عشان رصيدك اصلا معهوش معفن,1
واجد ينظف حمامات الكورنيش,1
وقبل يدخل الحمامات لانه معفن ياكل زق بوناصر,1
هالفتره حياتي صارت كوارث وحروب وصراعات عندك حق تقعد بلا دوش معناها بتبع هموم الانثي بتموت معفن معفن,1
ضربه وحده بيسقط اتفاق الطاءف عصحابوا,0
تشاد معفن,1
ايه نوعيه العلاقات الوطيده ديه,1
وطيده ديه تبقي امك,1
شيل اسمك الصوره بتجويها معفن,1
تلبس وحش معفن تلبس حلوو عامل نفسه غني تلبس موضه فرفور تلبس عادي فلاح تشتم صايع تصلي عامل نفسه يعرف ربنا شعب راضع بنزين,1
بيكونوا حبوب الاكي دني عم يوقعوا عالارض وتدعوسن السيارتبتجي انت لتقطف حبه بنط القضا المستعجل وبقلك اايش اايش اايش لااه كاا عاايني ابصرش تقطف ولاايش لاايش تقطف تركهون تركهون طعمرك قطع بعيد عنا ببيروت نحنا منقطف ومنوزع عالعام معفن,1
الناس غزه قادرين يعيشو ماء وغذاء ودواء وتلقي زيه زي البغل يقولك انا اقدر اشرب الكابوتشينو الفرابوتشينو الا ستاربكس,1
تشرب السم اللي يسمك,1
عاوز تشوف حد بتحبه صدفه,0
البس اوحش طقم عندك وانزل معفن,1
اقسم بالله هتلاقيه وشك,0
حضرتك حقير رخيص استغليت السيد الرفاعي لتعمل عحساب انك تبهدله باخر هالعمر احتراما رح اكتفي قول انه المرجع الدستوري حكي دستور اما انت فبكل ضمير مرتاح باكدلك انه مطرحك مكب نفايات يلي قابله لاعاده التدوير معفن,1
معفن بدي قلك انا عمري بدافع الرءيس ميشال عون جبران باسيل واكيد التيار الوطني,1
يلي زكرتهن بهموني,0
الا الشيخ نعيم قاسم اولا لانو رجل دين وتانيا الشيخ سجل موقف بترد بتهذيب,0
لانو شكلك معفن وشرشوح,1
لانو انت وسرمايتي سوا,1
فهمتها,0
الشهاده شيء فعند الحصول شهاده بطريقه سويه او بيءه وظروف سيءه ولم تمتثل للتربيه حتما ستكون مهبل وامعات وتبع فداويه مرتزقه,1
ومساكين يعانون توحد اوعدم احترام,0
نستغرب تتاح مساحه للتحدث,0
يكون الاسلوب والمنطق,0
مقلب ماجستير دكتوراه,0
شباب لنكون واضحين اذا منزل شي للحزب واجت بنت حطت عندك قلب اصفر تنطلا متل الكنغر عالخاص,0
مش عم تقولك بحوبك عم تتفاعل صفحتك معفن,1
استمرار دوريات وحدات القوات المسلحه العربيه الليبيه بالجنوب الحبيب,0
دوريات الكتيبه اللواء مشاه انطلاقا تراغن جنوبا الي معفن ومنها الي شرق مدينه القطرون ومنها الي الخط الحدودي تشاد وذلك خوفا تسلل عناصر مسلحه منطقه الاشتباكات الداءره منطقتي كلانجا وصولا,1
حرامينصاب مطلوب للعداله بحقله يحكي متلك ويعلي صوته انه نحنا ببلد مش غابه بعلقوك باجريك وكل يوم بتاكل كرباج عا قفاك مصنصن معفن,1
الفن العالم العربي معفن ومقيد مثله الصحافه توجد حريه تعبير كله مصالح مرتبطه خاصه عهد البيزنيس الفنانون ضمير احد فتح فمه يوجد فنان وفنانه مصر احد يشارك الهاشتاج عالم بدون احساس ضمير امال ماهر امال ماهر خطر,1
اقول,0
اخس يالدب طلعت دلوع,1
بلوتو نايم مايص,1
بطيق الشب الي بحكي بالال وءلنا,1
مرق,1
مايع,1
مايص,1
مشم,1
انا مخنوق جدا وطالبه معايا اخرج لوحدي ومع حالي انتوا فهمين لامايص,1
هاشتاق مايص,1
خليك مايص كده وخالع ملط,1
ومش عارف تجيب جول الريال,0
رومارينهو يبغاله شغل عبده عبذهزالجبيري وتزين اموره مايص,1
يوجد دوله العالم تتهم ٪ شعبها بانهم مقيمين بصوره قانونيه,0
مسمي حاله مايص وهلك اهلي فيفورت طب الله شو اعمل هاد,1
دايما مايص قدام البنات انته ازاي عايش كده يابنالوسخه موجهه,1
الاسوا ان صاحبك اللبناني يكلمك وهوا بياكل لبان ان صاحب اللبناني التاني ييجي يقف معاكم وياكل لبان هوا كمان مايص,1
ضرب النار ابتدا ينتشر انحاء العالم احنا لسه بنقطع طيارتنا تطير دماغنا,0
تيجي تتجوز وتشوف واحده روسيا ايطاليا حتي المنصوره تحس نفسك متجوز ابن خالتك,1
مايص شويه,1
اقول برفان يقولوا عليا بيءه,1
اقول يقولوا مايص,1
اذا اعطني غلام زجاجه العطر ابخ بخه,0
تدافع وطنك وهويتك الكويتيه ضد المزورين يطلع شخص اهبل ومو عارف شي يقولون انت عنصري,1
جاهل,1
ان اكون عنصري الدفاع وطني واهله,0
خير,0
ان اكون مزور اسرق بلد غيري مزور,1
رابطه ال نعيم بعتت طلب لوزاره الداخليه للتعميم علي دواير النفوس بلبنان منع تسجيل اي اسم رامي بكنيه العاءله بحسب الرابطه العيله بقا تحمل مسبات مصخره حل تاني رامي نعيم اهبل,0
ان تسامح رغم الاذي,0
دليل علي انك اهبل بتستاهل اللي عم يصرلك,1
تحاول تلفت نظر حدا,0
اذا كنت ملفت بالفطره رح تبين اهبل بالتظاهر,1
صبحيه الحاج,0
ماتروحش فرح مش بتاعك وتسيب بيتك يتسرق,0
صحاب الفرح متفقين الحرامي اهبل,1
محدش يقولي عيب وصاحب الفرح متفق الحرامي يسرقك عيب مكنتش فطن كفايه للحفاظ علي بيتي والمءمن كيس فطن,0
الاخوان يسعون سوي لتحقيق اجندتهم وهي استاذيه العالم وهي فكر الصهاينه,0
الديكتاتوريه انتجت اهبل,1
ناطر معلمتو تعلموا شو بدو يعمل فرنسا اهبل,1
سمحتوا سءال مشروع وحق لبناني يعرف,0
هلق اذا اهبل وقع واجا راسو الارض بضل اهبل او بصح,1
هبيلي لبنان,0
يتعاطي راءحه الاسفنج المحروق,1
وجنت علي نفسها براقش اهبل مايعرف ان دخلوا الخليجي لمصر يرفع اقتصادها ويحرك السياحه وجميع مرافقها تزدهر وتتجدد بعكس دخول المصري للخليج يدمرها وينشر الفساد ويحطم اقتصاد الخليج ويدمر مرافقها,1
مشيخيتات العشاوين,0
الناس ودك فرقاهم,0
صاروا عندك تقل عدواني,0
وان جيت تبي الصلح تلقاهم,0
اهبل الثاني,1
تحياتي,0
القصيم عنيزه,0
اهبل,1
المفروض يغيروا كلمه ذكريات ويخلوها مذكر اهبل,1
سمير جعجع بدو الفدراليهشكله ناسي المطار وين والمصافي وين والحدود البريه وين,0
هون الامراض العقليه,1
ساعه بقوص ساعه بقرص مش عارف اي كف موجعوا,0
طيب اذا بتعتبر محاوله الاغتيال مش صحيحه يعني منطق الحزب يلي بكمل انو المحكمه الدوليه مسيسه شهداء اذار اغتالتهن اسراءيل,0
صافح بحب انسحب بلطف,0
نصيحه اليوم,0
تستمر بشكل ايجابي,0
حاول تكون اهبل,1
قدر الامكان وبسس,0
الضحك,0
بدون سبب,0
دليل ان الواحد عايش حياته صح,0
محد قليل ادب غيرك يالنفسيه,1
احد مسك يدي وانا اتكلم,0
انسي,0
معقول حدا بيضحك لهيك كماخه,1
مفكر حالو مهضوم,1
العسكري الجيش اللبناني يلي عم يشتغل ديليفري لان معاشه بطل يكفي اشرف بكتير يجي اهبل متل امثالك يتمسخر,0
مهرج والو يتطاول شباب عم تشقي كرمال لقمه العيش,0
الله يهديك ماغير مدرعم تدري ناديك وين مكانه,0
حبيت اعلمك شي نادي النصر حي طويق حلوو,0
وناديك الازرق هوو حي العريجا مدلل اللجان,0
حبيت اعلمك يمكن انت ماتدري,0
الجبن اسمها حريه شخصيه,0
الوهمي صفاته كثيره اهمها حرامي,1
اي خلصت اهبل,1
اي صح مظبوط السفاره السعوديه بعتت حدا يفركش الشاحنه عالكوع يعمل هيدي العمليه,0
هلق انت اهبل فيهن او اهبل منك,1
العمي المصايب بتجي السرامي,1
ياربي ياربي خليه اهبل,1
صراحه قريت الخبر ارتحت خي ممنونك صرلي يومين كنت عامل اهبل,1
تبقي اهبل فاكر انها هتستناك,1
بكره تسيبك وتتجوز ابن خالتها اللي جاي الكويت,0
وجايبلها شاشه,0
بدك تنزل خبر انفجار علي ضهر البيدر وتلعب باعصاب العالم اهبل تذكر انو ضهر البيدر كلو ثلج,1
بلا كرامهو اهبل,0
الله يبعد الكره السعوديه,0
اعلامي متعصب فاشل قذر,1
وكذلك متمصدر وساءل التواصل الاجتماعي تويتر سناب شات تيك توك,0
وكذلك يبعد عنها شخص امعه اهبل تافه,1
تكون رياضه السعوديه تطور وتقدم وتحقق اعلي نتاءج مسابقات فيفا,0
ده اهبل بجد ومصدق روحه,1
اسوء حاجه تتكلم وحده وتكلمك لغه بالعربي الفلاحي وتحط كلمه فرنساوي او انجليزي بنطقها الصحيح,1
بجد بيكون شكلها اهبل اوي,1
ماهو تتكلمي عربي مصري لكل الجمله ياتقعدي ساكته بلاش جهل وعبط,1
الي الشيخ احمد النواف رءيس الحكومه الكويتيه بخت الشيخ احمد الفهد ومحمد المطير فيك,0
جايي يلتقي برءيس مجلس النواب اللبناني ورءيس الحكومه,0
يعني رءساء الدوله اللبنانيه,0
زبطت معك,0
اذا مجال تخفف هبل,1
الحكايه كانت كدا,0
واحنا كنا كدا,0
ولما بقت كدا,0
عملنا كدا,0
ياراجل انت ساحر تعويذا انت اهبل تلهفط اي كلام,1
يعني قزم صهيوني وجبان وخاين ومنقلب وفوق كله اهبل غبي,1
لعنت الله وعلي الساعه الي شافك الشعب المصري,1
هالمجدوب ليك قلنالو يروح يجيب مصرياتو البواخر والسدود زعل اهبل,1
غضب الشارع الاسراءيلي,0
ستستقيل,0
نتنياهو حماس يجب ان تستقيل,0
قسما بالله انه اهبل,1
اهبل عم يحكي عال عم بقول انو السيد حسن فقر البلد وخلي الاقتصاد علي اليوم ونسي مين اجرم ودبح عالهويه وفرق المسيحيه اهبل,1
سمو الامير متداخل ومصرح وموضح الامور كلها ويجي المخرف يقول غضبهم عشان تمبكتي انتقل للهلال مهوب لناديهم,0
انتوا كولكشن لابشع الصفات بكل الاحزاب,1
انتوا تيار الجعدنه والنفاق والكذب,1
اما العمل والصدق والوطنيه خلقوا لحزب الله فقط,0
حزب الله انتوا حدا لبنان,0
بدال تستهبل وتكابر علي سواد ويهك اعتذر ابرك,0
احسن دش قوقل وتقتبس الحكم وانت حتي مو عارف اطبق منهم,0
هلق انت اذا هيك فهمت خطابو,0
يعني انت اهبل اكتر منوو,1
اهبل بلادي,1
ابتداع جديد وغبي صراحه,1
والرجل تجذبه ريحت القهوه والهيل مو ريحه البخور,0
تعال اقولك,0
ماهوا الاهبل فاكر الناس هابله,1
انه اهبل,1
يلاا بالشفا,1
جحش صرلو يروح علي فرنسا اكيد تعاون ورطهم زمظ اهبل او هددوا خلوا,1
تويت قراءه قراءاتك بتثبت وبتاكد انك اهبل,1
غبي,1
غشيم,1
امي,0
سطله,0
ليك بشرف ربك حدا يشيل التلفون ايدك,0
ولك جرصتنا زلمي,1
اللي مصدق انو بكرا يصير انتخاب رءيس بكون اهبل هدف جلسه بكرا توازن قوه بعدد النواب بالمجلس حزب اللهامل ضد البقيه,0
ملاحظه خرا اي علي ناءب بكرا يصوت بشعار روح حبيبي اشتغل بتالف الاغاني احسن,1
لبنان هيك مجلس النواب انتخاب رءيس جمهوريه,0
معارك الحلوه اكبر دليل,0
الاخر انا احب الكلمه يوما يوم يثبت سامي انه اهبل,1
ركز علي دواء الاعصاب تا تنقطع اهبل,1
كب كذبه وعملي بلوك وراح اهبل,1
الشعب اللبناني محروق دينو انت بالك بالسويد اهبل,1
وراكن اهبل,1
شو بتنطري شعب بينق ليل نهار انو ميت الجوع بيشتري فرقيع تا يحرقن يربح الفريق للي بيشجعو بالمونديال مثلا وبيشتري بميات الالوف وبيصير يغزل بسيارتو ويحرق بنزين تا يهوبر طبعا اهبل,1
يكفي نظره لبروفايلك تستحق الرد,0
انصح جماعتك بعدم الاكثار التجميل,0
الشمس شارقه,0
انه جوابها اهبل فهمناها,1
طول لبنان كلو يعني بطول مدينه بغير بلد بدها هالتقسيمات مراه شماليه وجنوبيه كانت الجنوبيه عم تناضل بعتقد الشماليه كانت تحضر تلفزيون وناطره الديليفيري ايمتي رح نبلش نحكي بالمراه اللبنانيه بدون تحديد جهات وطوايف بعمرنا,0
العبط هينجدك الهم اعمل عبيط,0
انهض عبيط,1
الدول لايديرها الحمقي والمجانين,0
واذا اردت ان تدمر اعظم انجاز بالعالم عطه عبيط,0
تكفون نبيهم هالسنه يقعدون ببيتهم,0
المعارضه الوهميه,0
نواب المقصه,0
عبيد محمد الوسمي,0
بدو عبوطه يعني,1
ليش يللي عم يصير بغابات الامازون مش كمان مرتبط باحداث المتن,0
انت عبيط انت فاكر انك بتكلم ناس هبله,1
بقا ٪تركيا رايحه تضغط علي امريكا وحلف الناتو علشان حربهم تقف غزه,0
تركيا رايحه تلحق نصيبها الاتفاقات بتشارك تقسيم التورته معقول تركيا تقف تتفرج وبس لازم يبقي ليها دور والعصابه زي ماحصل العراق وسوريا بالظبط,0
الفلوس ايد ال عبيط مالهاش لازمه,1
اسوا انسان الدنيا ياذيك يتعامل معك كانك انت اذيتهعبيط اخواته,1
عبيط عربي اخري,1
مشكلته فاهم شي عبيط,1
مشكلته حافظ ومش فاهم درج,1
لعن الله البرشام والمتخدرات,0
للحين مافكت وعايش الجو الفرعوني جوعان ومنتف,0
عبيط,1
فقره,0
عبيط قال,1
هءلاء يبيعون شرفهم لاجل المال,0
العالم كله يتضامن فلسطين وهذا المعتوه الطاءفي يتحدث بكل وقاحه داخل البحرين ويطعن عروبه ودين واخلاق الشعب الاصيل,0
الشعب البحريني كله يرفض التطبيع والتحالف امريكا ضد اخواننا المسلمين اليمن,0
صهاينه العرب الطباله عبيط,1
انت عبيط,1
هيدا الشي كتير عبيط,1
عبطه عبط,1
وعبط عبطا فهو عبيط,1
والعبيط دلاله علي الحمق والهبل ان,1
اعتقد انه وصل الي الحد بسبب حاله الانكار تعيشه الخوات زياره بو خاري لحكيم الخوات,0
انا مش بحب اتكلم الكوره مصر لان مفيش كوره منافسه وكله كلام عبيط وموضوع نقل الجماهير وايجار قطار لنقل الجماهير بدءها لبورسعيد افتكر الاهلي سنه بيعملها قطار لجماهيره الذاكره تخونني والحاجه الاهم الاهلي مش محتاج ينقل جماهير لان مكان ٪ اهلويه,1
ان الضباط المتقاعدين يرحمون الناس تحليلاتهم الخنفشاريه,0
فليس متقاعد برنارد مونتغمري غيورغي جوكوف او نابوليون بونابرت,0
يجوز غفله الزمن ولحظه الهروب الواجبات الحياتيه ان يصبح هبيل محلل عبيط خبير,1
وحياتكوا المقاطعه دي انقذت بيوت كتير الفلس الفضيحه,0
المصري مش عبيط,0
ايوه اذا انت تعرفش ترد تجيب عبسي يرد عليا جمهور عبيط,1
هه نظام انا اقول اي كلام عبيط اذن انا موجود,1
عبيط عامل ريس,1
حقيقه المشكله تكمن ان هءلاء الحكام ورءساء الدول يعلمون تماما ان ولايته شرعيه وليس فقط انه محاصر بديون ضخمه واذا تسدد الديون الايام او الاسابيع القادمه فاننه نواجه خطر اعلان افلاس مصر,0
انا انسان بسيط ياض عبيط,1
انا مش مشهور امور,0
بفهم الاصول اكلت معاك عيش احارب معاك جيش,0
الهواري يتحدث,0
اسمع قال الله عنكم تقولون انفسكم جنود الله انت تستشهد بايات القران الكريم كانك تءمن فهل تءمن بهذه الايه ام انك هتعمل عبيط قوم يعقلون,1
يبدو ان مستوي ذكاءك اقل لدي شطافه الحمام,1
الصوره ابا جهل سوي صحفي مصدر,0
عندما تتهم يقاتلون اجل تحرير شعبهم الاحتلال بالارهاب فانت خاءن او عميل او عبيط وليس الامر ثمه تجاوز فهذا الوصف الدقيق ولموقفك,1
الصهاينه العرب,1
وحده المستعربين,0
شو يعني هوي بمثل نفسو اي وبتصير شو قصدك تقول فسر اكتر بعرفك مبسوط عبيط,1
خخ عبسي انجن عبيط,1
معليش انت كدا زول قال ليك انت عبيط,1
وعم تنتقد اللي حضرو عمر دياب بدل يتظاهرو ودايعون,0
يعدمني ياك البشر,0
نصيحه اليوم محدش غلبان انت اللي عبيط,1
سنين ملعوب اساسنا,0
الزوجه مبتحترمش زوجها بدافع المساواه,0
الابن صغره يقف يزعق للاب يتقال سيبه علشان ايه شخصيه قويه تتسمي تربيه حديثه,0
الدين يبقي المسجد المسجد يسيسوه,0
المحترم يبقي غلبان الصادق يبقي غبي الشريف يبقي عبيط,1
عاوز تحرر فلسطين ازاي,0
السيسي عبيط,1
علي الحكم الشرعي عارف انه مصر حتفقد حقوقها الاقليميه المتمثله بتحكم بالقرار السيادي لنهر النيل منع بناء سدود,0
انقلابه تحررت اثيوبيا قيود انفراد مصر بسيطره اصبحت مصر رحمتها,0
معظم زعماء يرونه انه عبيط فرط بزعامه مصر,1
تطبل تكون عبيط اترك عمك الدون اكييد حارق,1
تقبله الله شهيدا وان شاء الله الشهداء,0
اقلقني وجود صوره البطل الشهيد صفحه,0
اشرف واصدق اوفي المخلوقات علي الارض,0
الكلب,1
جرت لتكحلها ام عميتا,0
مفيش حد عبيط,1
صدقوني عمري اهتميت حتي اسمع للي بيقوله التريكا ده اصل بيقول,0
اي والله فعلا كله الغلط وصدفه فجاه تحس روحك عبيط ههاي,1
اي شخص ينتقد هاغ عبيط يقولون اخوتنا مصر,1
السفاره العماره عبيط,1
انا اسال سءال مستحق مستحغ,0
اريد اجابه فنادق الرياض كاميرات ويصورون النزلاء,0
اذا ليه المسءولين او وزاره الفنادق يردون بتصربح رسمي ليه,0
التغريده السابقه تمت بصله,0
غرد كانك اخونجي او مرتزق او عبيط يستظرف,1
لحد يقول مفبرك الرجال مفجوع يتكلم,0
وظني انها الكفاءه وصدق الوطنيه,0
فان هاجم فليس بغض للمءسسه ذجر للافراد وقتها وان اشار واجب الجميع اقرت المءسسه الولاء,0
مش اللي عبيط,1
نفسي اقول عبيط,1
لاي احد يصدر دماغه الغلط ويفسر حاجه فكره يعطي فرصه يراجع نفسه الغلط,0
اي واضح شو رح تدافع تبلش الغارات الصوارخ,0
والله ياصاحبي الفشل الاساسي انه اعطوك جوال عشان تنشر التغريده الحماريه اللي تشبهك,1
حماراويه,1
زلمي حتي هون جاي تفتن تلعي,0
روح انضب,1
ولما موقفه مش مستغرب وتاريخه واضح,0
يبقي اكيد عنده يجبر وقف ضدهم علي الاستماع والاستعانه,0
هه انت بتعرف وين انت,1
القصد المزرعه او الحظيره الحمير عنجد الانسان بذل وبوطي حالو عبيط,1
فاكر ان المسيح الدجال يظهر هيطلع ويقول انا اهو تكون فاكر انه يظهر انصاره هيقولوا اه تكون فاكر ان الناس اللي عارفين مواصفاته وعارفين شكله بنسبه تصل هيصدقوا ان ده الدجال,0
فاكر الكلام ده هيحصل كده يبقي انت عبيط معلم,1
لاء هوا فعلا عبيط,1
انتا لهسا عبيط اصمت كالما كالما عبيط,1
معلش اصل مفكر النووي لعبه مش واخد باله ان الاشعاع هيلوصله عبيط,1
تحفي مصيرهم خلاص ساعه يخرج ابوعبيده يعطيك اللوكايشن الخاص تستريح تريح بالنا تصدق كذبك او المعلومات الاستخباراتيه المبنيه علي الفلوس عبيط,1
عبيط عم يستكرد العالم,1
مفيش ملحنين اصلا يعني بليغ حمدي ملحن وانت ملحن ده تدليس والله ويدخل بند النصب وانتحال صفه عبيط,1
اغسلها ورطبها وسد بيها فمك عبيط,1
فايروس,0
اول شي فيديو برسم ثوار الغفله تلات مرات كلمه انا استقيل لان الاستقاله جريمه بحق لبنان,0
انا رح قلك ان الجريمه بحد ذاتها وجودك بكل لبنان بالحكومه,0
تستقيل والايام بيناتنا طرطور نرجسي اناني نمرود,1
نمرود نمرود مش مجرم,1
نمرود مش قاتل قتلا,1
نمرود مش علي ايديه دم,1
نمرود مش خاين,1
نمرود مش عميل,1
نمرود مش سفاح,1
نمرود مش بيطعن بالضهر,1
نمرود مش تبعي ذليل,1
نمرود مش حقير,1
نمرود مش ازعر,1
نمرود مش تهجيري,1
نمرود مش قوات,1
عيد مار بهنام واخته ساره ناحيه نمرود اليوم وتوافد المسيحيين للاحتفال لاول مره سنوات لاحتلال داعش,0
هاشتاك ايذا قديشا انشر بيه صور وفيديوات اكثر,0
الجداريه الاشوريه جزء تراث العراق فحسب جزء التراث الانساني,0
نمرود مزاد كريستي,0
النمارده ايضا نمرود الجبار ادعي دعوه الدجال,0
نمرود,1
قطط شارع بلس,0
الجداريه يودون بيعها,0
الله يطول بعمر يلي حجمك نمرود متحكم بمفاصل الدوله والعباد,0
دمار موقع نمرود الاثري شاهد سكاي,0
المالكي فريد العصر,0
عتبي المتخاذلين الخونه,0
كالعاده يقولون كله المالكي,0
اعلموا بانه صاحب فضل عليكم باعدام نمرود وبتهيءتكم كفصاءل وحمايتكم طرق قانونيه لتكونوا احزاب,0
اعلموا بانه اعطاكم مجال ديمقراطي تتنفسون الصعداء تجعلونه السبب بطرح زفراتكم الفاسده لتكونوا فاسدون,1
یا رب العالمین,0
القوات العراقيه تتقدم داخل بلدات محاذيه لمدينه نمرود التاريخيه جنوب الموصل,0
الامم المتحده خسر التراث الانساني بتدمير تنظيم داعش مدينه نمرود الاثريه,0
الحضر نمرود داعش يفجر مدينه خورسباد الاثريه شرق الموصل الميادين,0
قال امیرالمءمنین عليهالسلام لابن ادم والفخر,0
النهجالبلاغهالحكمه,0
اميرالمءمنين عليهالسلام فرزند ادم را با فخرفروشی چه كار,0
اوقفوا بيع تاريخنا المسروق,0
دعت مجموعه المنظمات المدنيه والناشطين المستقلين السبت للقيام بناشط سلمي احتجاجا علي عرض الجداريه الاشوريه للبيع مزاد علني نيويورك,0
يجتمع ممثلون عشيره للمصالحه نمرود ان فرقهم داعش,0
تعرف علي تفاصيل اتفاقيه قناديل تهدف للم شمل عشاءر نينوي,0
وذلك للعمل الهيءه العامه للاثار والتراث العراقيه علي تقييم سريع للاضرار لحقت بمدينه نمرود عاصمه الامبراطوريه الاشوريه الجديده,0
دنیا,0
فرعون نمرود شداد وغیرہ كو ہی ملی تھی,0
العراق تنظيم الدوله ينشر فيديو يظهر مسلحيه يدمرون اثارا مدينه نمرود الاثريه,0
شانلي اورفه التركيه صفحات التاريخ تروي قصه الانسان,0
تضم مواقع غوبكلي تبه يعود تاريخها الف عام,0
مكان مولد ابو الانبياء ابراهيم والنار وتحوي النار اشعلها نمرود,0
العراق تجريف نمرود غطاء لسرقات المدافن الملكيه,0
السفير الكندي تركيا ينصح الجميع بزياره جبل نمرود,0
زار وعقيلته الموقع الاثري واعجبا بجماله الاخاذ,0
تقع نمرود علي ميل جنوب الموصل وظلت سيطره داعش حتي دمر خلالها التنظيم العديد المناطق التاريخيه والاثار,0
تزوج رجل زوجه ثانيه جميله وكانت زوجته الاولي تحبه وتحافظ لدرجه انها تنقي البذر البطيخ حتي يتعب نفسه ولما تزوج الثانيه قدمت البطيخ ببذره فنظر الي البطيخ امامه وتذكر زوجته الاولي ودمعت عيناه وقال حسبي الله ونعم الوكيل حتي البذر كانت حرماني,0
نشعر بحزن عميق حيال التدمير الهمجي للاثار التاريخيه الثقافيه الدينيه العراق الهجمات الاخيره علي اثار نمرود,0
تسافر اهلك مرمطه,1
بقص ايدي اذا رح يجمعنا سقف بهيك بلاد,0
رح نشرب قهوه بحته بعيده,0
يطلب طالب الصيدله الاستثناء متطلب سابق,0
اخر مرمطه,0
منظر البنات دلوقتي,0
مراسل العبريه,0
قطر ماده سامه بالنسبه لاسراءيل وسمحت لقناه تابعه الجزيره بعرض برنامج لهز المجتمع الاسراءيلي خفي اعظم ويجب اخراجها المعادله وعدم السماح بدخول المنحه القطريه غزه الثمن,0
يوه البوستيچه وقعت,0
مرحله ماقبل الكستور,0
مرمطهاكتوبر العزه والفخر,0
حكمه اليوم الجواز مرمطه,1
اقول ايه انا عايزه حد يكتبلي,0
مذاكره ايه امسكيلك ابره الغرزه الحل,0
مرمطه يكل يمل,0
شو يعني طب,0
وبس بدون اي اضافات,0
مرمطه ملهي بالمءتمرات فتوح امام الشحات بيلمواا دولارات,0
الاعلان الجديد,0
تويوتا ومتدلع بقي مش بتاع مرمطه,1
المرموط حيوان يدخل قاموس الفوبيا والخوف ويسبب الطاعون,0
خلاص سنه كفايه مرمطه,0
تمرمطنا كورونا,0
الله يحفظنا القادم,0
چونڤيڤ كلمتني تورونتو بتقوللي انها واقفه البلكونه بتتفرج علي الفاييرووركس قلتلها احنا بردك البلكونه بنتفرج علي الشماريخ,0
كركوره البسي بلوزه اهلا كيتي وانتي رايحه الامتجان بكره البسي تحتيها بادي كارينا برجل احسن ميس شفاعه ترجمك بالطباشير,0
نصيحه شخص يحب الخير,0
اما تيجي تضرب جسر القرم لازم تحسب رده الفعل اولا,0
اهو دمر اهم مواني اوديسا لتصدير الحبوب خلي اوروبا تلبس بقي علشان القيصر هياخدها لفه,0
قمه الصبر تسمع قصه اطفال حصلت معاهم وكل فيهم بيمسك وشك ويلفه عشان تركز معاه,0
دي قطه ضلت وتركت طريق المساجد,0
وذهبت الي البارات تشرب فودكا مشبره والعياذ بالله,0
نهضه الاخوات المسنيين ان يخدوا وسطينا الباسم ويسبولنا العريان مرمطه,0
اذا فاز الخليج يرجع النصر مرمطه,0
الصبح شتا,0
الضهر خريف,0
دلوقتي صيف,0
اقلع الچاكيت والبس الچاكيت مرمطه,0
اللي عنده عيال يدرسون اول سنه ابتداءي المفروض تمنحه الدوله اجازه اسبوعين,0
اسبوع يودي ويجيب ويصيح معاهم,0
واسبوع يرتاح غثي الاسبوع الاول,0
ازاله علامات رابعه الميادين التركيه,0
تكون هوم الون وتنزل ترفع ديجاتير الاشتراك تسكر الباب وراك المفتاح بالبيت تعلق برا حدا يفتحلك,0
تاهل الريال يجلط جمهور مانشستر فقط,0
جمهور مسيار فريقهم متمرمط هالفتره الان تم الدعس عليهم,1
مدعوسين,1
جامعتي الحبيبه بصلي واقيم الليل وادعي تحترقي,0
الحريه مسءليه,0
والشعبطه مرمطه,1
مرمطه بادب,0
ستقابل يجعلك تندم علي طيبتك,0
مطلوب بالحجر الصحي الصف الرابعمدرسه مرمطه يدفع عشان بدنا نعمل وسيله مصاب بيعدي شخص معاه بالغرفه,0
